#	Spec	Build	Build_Time	Run	Run_Time	Run_Exit	Verify	Verify_Strategy	Stdout_First5
1	rodinia-backprop-cuda	PASS	0.731s	PASS	0.095s	0	PASS	exit_code	Random number generator seed: 7 | Input layer size : 65536 | Starting training kernel | Performing GPU computation | Training done
2	rodinia-backprop-omp	PASS	0.199s	PASS	0.016s	0	PASS	exit_code	Random number generator seed: 7 | Input layer size : 65536 | Starting training kernel | Performing CPU computation | Training done
3	rodinia-backprop-opencl	PASS	0.585s	PASS	0.001s	0	PASS	exit_code	
4	rodinia-bfs-cuda	PASS	0.512s	PASS	0.546s	0	PASS	exit_code	Reading File | Read File | Copied Everything to GPU memory | Start traversing the tree | Kernel Executed 12 times
5	rodinia-bfs-omp	PASS	0.135s	PASS	0.001s	0	PASS	exit_code	
6	rodinia-bfs-opencl	PASS	0.707s	PASS	0.519s	0	PASS	exit_code	Reading File | number of platforms:1 | vendor is NVIDIA Corporation | device number: 1 | Creating GPU Context
7	rodinia-bptree-cuda	PASS	1.747s	PASS	0.434s	0	PASS	exit_code	WG size of kernel 1 & 2  = 256  | Selecting device 0 | Input File: ../../data/b+tree/mil.txt  | Command File: ../../data/b+tree/command.txt  | Command Buffer: 
8	rodinia-bptree-omp	PASS	0.398s	PASS	0.489s	0	PASS	exit_code	Input File: ../../data/b+tree/mil.txt  | Command File: ../../data/b+tree/command.txt  | Command Buffer:  | j 6000 3000 | k 10000
9	rodinia-bptree-opencl	PASS	0.492s	PASS	0.453s	0	PASS	exit_code	WG size of kernel 1 = 256 WG size of kernel 2 = 256  | Input File: ../../data/b+tree/mil.txt  | Command File: ../../data/b+tree/command.txt  | Command Buffer:  | j 6000 3000
10	rodinia-cfd-cuda	FAIL	0.059s	UNKNOWN	0s	?	UNKNOWN	unknown	(no stdout)
11	rodinia-cfd-omp	PASS	0.378s	PASS	3.877s	0	PASS	exit_code	Starting... | Compute time: 3.46214 | Saving solution... | Saved solution... | Cleaning up...
12	rodinia-cfd-opencl	FAIL	0.226s	UNKNOWN	0s	?	UNKNOWN	unknown	(no stdout)
13	rodinia-dwt2d-cuda	PASS	6.319s	PASS	0.092s	0	PASS	exit_code	Using device 0: NVIDIA GeForce RTX 4070 | Source file:		rgb.bmp |  Dimensions:		1024x1024 |  Components count:	3 |  Bit depth:		8
14	rodinia-dwt2d-opencl	PASS	0.285s	PASS	0.1s	0	PASS	exit_code	Source file:		../../data/dwt2d/rgb.bmp |  Dimensions:		1024x1024 |  Components count:	3 |  Bit depth:		8 |  DWT levels:		3
15	rodinia-gaussian-cuda	PASS	0.524s	PASS	0.074s	0	PASS	exit_code	WG size of kernel 1 = 512, WG size of kernel 2= 4 X 4 | Total Device found: 1 | Device Name 		 - NVIDIA GeForce RTX 4070  | ************************************** | Total Global Memory			 - 12267136 KB
16	rodinia-gaussian-opencl	PASS	0.665s	PASS	0.073s	0	PASS	exit_code	WG size of kernel 1 = 0, WG size of kernel 2= 0 X 0 | Create matrix internally in parse, size = 16  | Number of platforms detected:1 | Checking For OpenCl Compatible Devices | Platform 0
17	rodinia-heartwall-cuda	PASS	0.989s	PASS	0.133s	0	PASS	exit_code	WG size of kernel = 256  | frame progress: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
18	rodinia-heartwall-omp	PASS	0.346s	PASS	2.5s	0	PASS	exit_code	num of threads: 4 | frame progress: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
19	rodinia-heartwall-opencl	PASS	0.564s	PASS	0.001s	0	PASS	exit_code	WG size of kernel = 256  | /home/samyak/Desktop/parbench_sam/rodinia/opencl/heartwall/heartwall.out <-f video_file> <-i input_file> <-n num_frames> [-p platform_id] [-n device_id]
20	rodinia-hotspot3d-cuda	PASS	0.506s	PASS	1.869s	0	PASS	exit_code	Time: 0.007 (s) | Accuracy: 4.096975e-05
21	rodinia-hotspot3d-omp	PASS	0.112s	PASS	1.215s	0	PASS	exit_code	24 threads running | Time: 0.148 (s) | Accuracy: 4.096975e-05
22	rodinia-hotspot3d-opencl	PASS	0.177s	PASS	1.156s	0	PASS	exit_code	num_devices = 1 |   |  Device is  NVIDIA GeForce RTX 4070  |  NVIDIA Corporation  | Init: 55.629002
23	rodinia-hotspot-cuda	PASS	0.492s	PASS	0.149s	0	PASS	exit_code	WG size of kernel = 16 X 16 | pyramidHeight: 2 | gridSize: [512, 512] | border:[2, 2] | blockGrid:[43, 43]
24	rodinia-hotspot-omp	PASS	0.106s	PASS	0.069s	0	PASS	exit_code	Start computing the transient temperature | Ending simulation | Total time: 0.000 seconds
25	rodinia-hotspot-opencl	PASS	0.16s	PASS	0.159s	0	PASS	exit_code	WG size of kernel = 16 X 16 | Platform: NVIDIA Corporation | num_devices = 1 | Device: NVIDIA GeForce RTX 4070 | Use GPU device
26	rodinia-huffman-cuda	PASS	3.29s	PASS	0.09s	0	PASS	exit_code	CUDA initialized. | CUDA! Starting VLC Tests! | Parameters: num_elements: 262144, num_blocks: 1024, num_block_threads: 256 | ---------------------------- | Time to generate:  0.3 ms
27	rodinia-hybridsort-cuda	FAIL	0.051s	UNKNOWN	0s	?	UNKNOWN	unknown	(no stdout)
28	rodinia-hybridsort-opencl	PASS	0.131s	PASS	0.272s	0	PASS	exit_code	Sorting list of 1000000 floats. | NVIDIA GeForce RTX 4070  | Histogram Kernel Time: 0.047  | Bucket Count Kernel Time: 0.095  | Bucket Prefix Kernel Time: 0.008 
29	rodinia-kmeans-cuda	FAIL	0.299s	UNKNOWN	0s	?	UNKNOWN	unknown	(no stdout)
30	rodinia-kmeans-omp	PASS	0.275s	PASS	1.859s	0	PASS	exit_code	I/O completed | num of threads = 1 | number of Clusters 5 | number of Attributes 34 | 
31	rodinia-kmeans-opencl	PASS	0.772s	FAIL	1.498s	-11	FAIL	exit_code	
32	rodinia-lavamd-cuda	PASS	1.061s	PASS	0.001s	0	PASS	exit_code	thread block size of kernel = 128  | ERROR: Unknown parameter
33	rodinia-lavamd-omp	PASS	0.138s	PASS	0.001s	0	PASS	exit_code	ERROR: Unknown parameter
34	rodinia-lavamd-opencl	PASS	0.2s	PASS	0.001s	0	PASS	exit_code	WG size of kernel = 128  | ERROR: Unknown argument
35	rodinia-lud-cuda	PASS	1.195s	PASS	0.08s	0	PASS	exit_code	WG size of kernel = 16 X 16 | Generate input matrix internally, size =256 | Creating matrix internally size=256 | Time consumed(ms): 0.455000
36	rodinia-lud-omp	PASS	0.223s	PASS	0.004s	0	PASS	exit_code	Generate input matrix internally, size =256 | Creating matrix internally size=256 | running OMP on host | Time consumed(ms): 2.931000
37	rodinia-lud-opencl	PASS	0.417s	PASS	0.07s	0	PASS	exit_code	WG size of kernel = 16 X 16 | Generate input matrix internally, size =256 | Creating matrix internally size=256 | num_devices = 1 | Create GPU context
38	rodinia-mummergpu-cuda	FAIL	0.493s	UNKNOWN	0s	?	UNKNOWN	unknown	(no stdout)
39	rodinia-mummergpu-omp	FAIL	0.488s	UNKNOWN	0s	?	UNKNOWN	unknown	(no stdout)
40	rodinia-myocyte-cuda	PASS	1.651s	PASS	0.326s	0	PASS	exit_code	Time spent in different stages of the application: | 0.000000000000 s, 0.000000000000 % : SETUP VARIABLES | 0.052175000310 s, 18.153383255005 % : ALLOCATE CPU MEMORY AND GPU MEMORY | 0.000029000001 s, 0.010090044700 % : READ DATA FROM FILES | 0.235207006335 s, 81.836181640625 % : RUN COMPUTATION
41	rodinia-myocyte-omp	PASS	0.264s	PASS	0.001s	0	PASS	exit_code	ERROR: 3 is the incorrect number of arguments, the number of arguments must be 4
42	rodinia-myocyte-opencl	PASS	0.29s	PASS	0.001s	0	PASS	exit_code	ERROR: Unknown argument
43	rodinia-nn-cuda	PASS	1.102s	PASS	0.078s	0	PASS	exit_code	1988 12 27  0 18 TONY       30.0  89.8  113   39 --> Distance=0.199997 | 1980 10 22 18  3 ISAAC      30.1  90.4  110  778 --> Distance=0.412312 | 1997 11 14 12 24 HELENE     30.5  89.8  134  529 --> Distance=0.538515 | 2003  8 27 12 10 TONY       29.9  89.4  160  286 --> Distance=0.608275 | 1974 12 22 18 24 JOYCE      30.6  89.9   80  593 --> Distance=0.608276
44	rodinia-nn-omp	PASS	0.039s	PASS	0.016s	0	PASS	exit_code	total time :  0.346406996250 s
45	rodinia-nn-opencl	PASS	0.605s	TIMEOUT	300.039s	-1	FAIL	exit_code	
46	rodinia-nw-cuda	PASS	0.622s	PASS	0.116s	0	PASS	exit_code	WG size of kernel = 16  | Start Needleman-Wunsch | Processing top-left matrix | Processing bottom-right matrix
47	rodinia-nw-omp	PASS	0.207s	PASS	0.015s	0	PASS	exit_code	Start Needleman-Wunsch | Num of threads: 4 | Processing top-left matrix | Processing bottom-right matrix | Total time: 0.003 seconds
48	rodinia-nw-opencl	PASS	0.314s	PASS	0.09s	0	PASS	exit_code	WG size of kernel = 16  | num_devices = 1 | worksize = 2048 | Processing upper-left matrix | Processing lower-right matrix
49	rodinia-particlefilter-cuda	PASS	1.53s	PASS	0.093s	0	PASS	exit_code	VIDEO SEQUENCE TOOK 0.004530 | TIME TO SEND TO GPU: 0.000054 | GPU Execution: 0.015272 | FREE TIME: 0.000013 | TIME TO SEND BACK: 0.000045
50	rodinia-particlefilter-omp	PASS	0.212s	PASS	0.007s	0	PASS	exit_code	VIDEO SEQUENCE TOOK 0.004266 | TIME TO GET NEIGHBORS TOOK: 0.000000 | TIME TO GET WEIGHTSTOOK: 0.000608 | TIME TO SET ARRAYS TOOK: 0.000031 | TIME TO SET ERROR TOOK: 0.000043
51	rodinia-particlefilter-opencl	PASS	0.879s	PASS	0.073s	0	PASS	exit_code	VIDEO SEQUENCE TOOK 0.004329 | number of available platforms:1. | clGetPlatformInfo: NVIDIA Corporation | TIME TO SEND TO GPU: 0.000143 | threads_per_block=512 
52	rodinia-pathfinder-cuda	PASS	0.49s	PASS	0.128s	0	PASS	exit_code	pyramidHeight: 20 | gridSize: [100000] | border:[20] | blockSize: 256 | blockGrid:[463]
53	rodinia-pathfinder-omp	PASS	0.057s	PASS	0.001s	0	PASS	exit_code	Usage: pathfiner width num_of_steps
54	rodinia-pathfinder-opencl	FAIL	0.434s	UNKNOWN	0s	?	UNKNOWN	unknown	(no stdout)
55	rodinia-srad-cuda	PASS	0.523s	PASS	0.068s	0	PASS	exit_code	WG size of kernel = 16 X 16 | Randomizing the input matrix | Start the SRAD main loop | Computation Done
56	rodinia-srad-omp	PASS	0.165s	PASS	0.006s	0	PASS	exit_code	Randomizing the input matrix | Start the SRAD main loop | Computation Done
57	rodinia-srad-opencl	PASS	0.23s	PASS	0.085s	0	PASS	exit_code	WG size of kernel = 256  | Platform: NVIDIA Corporation | Device: NVIDIA GeForce RTX 4070 | -----OpenCL Compiler Output----- | --------------------------------
58	rodinia-streamcluster-cuda	PASS	2.019s	PASS	2.16s	0	PASS	exit_code	PARSEC Benchmark Suite | time = 2.133800s | time pgain = 0.000000s | time pgain_dist = 0.000000s | time pgain_init = 0.000000s
59	rodinia-streamcluster-omp	PASS	0.655s	PASS	24.639s	0	PASS	exit_code	PARSEC Benchmark Suite | time = 24.634182 | time pgain = 24.258643 | time pgain_dist = 24.014535 | time pgain_init = 0.080343
60	rodinia-streamcluster-opencl	PASS	0.667s	PASS	2.092s	0	PASS	exit_code	PARSEC Benchmark Suite | --cambine: device name=NVIDIA GeForce RTX 4070 | before sc | after sc | Init: 70.746002
